               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/rov_mAP,   metrics/plant_mAP,metrics/animal_fish_mAP,metrics/animal_starfish_mAP,metrics/animal_shells_mAP,metrics/animal_crabh_mAP,metrics/animal_eel_mAP,metrics/animal_etc_mAP,metrics/trash_etc_mAP,metrics/trash_fabric_mAP,metrics/trash_fisching_gear_mAP,metrics/trash_metal_mAP,metrics/trash_paper_mAP,metrics/trash_plastic_mAP,metrics/trash_rubber_mAP,metrics/trash_wood_mAP,  metrics/rov_mAP_50,metrics/plant_mAP_50,metrics/animal_fish_mAP_50,metrics/animal_starfish_mAP_50,metrics/animal_shells_mAP_50,metrics/animal_crabh_mAP_50,metrics/animal_eel_mAP_50,metrics/animal_etc_mAP_50,metrics/trash_etc_mAP_50,metrics/trash_fabric_mAP_50,metrics/trash_fisching_gear_mAP_50,metrics/trash_metal_mAP_50,metrics/trash_paper_mAP_50,metrics/trash_plastic_mAP_50,metrics/trash_rubber_mAP_50,metrics/trash_wood_mAP_50
                 248,            0.019419,           0.0057348,           0.0020833,             0.65559,              0.4777,             0.49479,             0.32412,            0.035107,            0.022056,            0.036458,            0.001849,            0.001849,            0.001849,               0.671,             0.23826,             0.16143,             0.29384,             0.24364,              0.1434,              0.3162,             0.24435,             0.22701,             0.49857,              0.2364,             0.38228,             0.40461,             0.46032,             0.31723,             0.34747,             0.83381,             0.38863,             0.28571,             0.60942,              0.5031,             0.30979,             0.52231,             0.40119,             0.38697,             0.64452,             0.39622,             0.52381,             0.56631,             0.64406,             0.41219,             0.48859
                 249,            0.019184,           0.0057189,           0.0020118,             0.65865,             0.47722,             0.49474,             0.32413,             0.03511,            0.022078,            0.036477,            0.001816,            0.001816,            0.001816,             0.67107,             0.23638,             0.16093,             0.29684,             0.24365,             0.14228,             0.31356,             0.24441,             0.22751,             0.49858,              0.2384,             0.38266,             0.40461,              0.4599,             0.31724,             0.34812,             0.83368,              0.3884,             0.28395,             0.60773,             0.50307,             0.30991,             0.52271,             0.40146,             0.38751,             0.64445,             0.39765,             0.52366,             0.56631,             0.64423,             0.41221,             0.48888
                 250,            0.019768,            0.005733,           0.0019406,              0.6566,             0.47975,             0.49426,              0.3239,            0.035114,            0.022102,            0.036483,            0.001783,            0.001783,            0.001783,             0.67183,             0.23649,              0.1612,             0.29524,             0.24334,             0.14134,             0.31352,             0.24436,             0.22692,             0.49783,             0.23799,             0.38222,             0.40474,             0.45932,             0.31726,             0.34874,              0.8335,             0.38809,             0.28446,             0.60632,             0.50243,             0.30944,             0.52238,             0.40158,              0.3829,             0.64428,             0.39723,             0.52379,             0.56634,             0.64411,             0.41223,             0.48907
                 251,            0.019367,           0.0057526,           0.0019994,             0.65758,              0.4798,             0.49427,             0.32394,            0.035118,             0.02212,            0.036494,             0.00175,             0.00175,             0.00175,             0.67149,             0.23615,             0.16074,             0.29562,             0.24323,             0.14225,             0.31553,              0.2444,             0.22751,             0.49712,             0.23769,             0.38218,             0.40462,             0.45937,             0.31726,             0.34792,             0.83231,             0.38809,             0.28372,             0.60561,             0.50237,             0.30957,             0.52211,              0.4016,             0.38791,             0.64389,             0.39658,             0.52363,             0.56635,             0.64426,             0.41223,             0.48815
                 252,            0.019134,           0.0056952,             0.00194,             0.65753,             0.48022,             0.49397,             0.32421,             0.03512,            0.022137,            0.036514,            0.001717,            0.001717,            0.001717,             0.67065,              0.2366,             0.16109,              0.2953,             0.24398,              0.1409,             0.31601,             0.24484,             0.22728,              0.5004,             0.23744,             0.38253,              0.4047,             0.45863,             0.31727,             0.34972,             0.83228,              0.3883,             0.28439,             0.60432,             0.50164,             0.30919,             0.52284,             0.40181,             0.38319,              0.6444,             0.39575,             0.52415,             0.56628,             0.64393,             0.41224,             0.48878
                 253,            0.019257,           0.0056143,           0.0018721,             0.65837,             0.48042,             0.49354,             0.32442,            0.035122,            0.022155,            0.036523,            0.001684,            0.001684,            0.001684,              0.6715,             0.23665,             0.16107,             0.29408,              0.2453,             0.14104,             0.31581,             0.24443,             0.22741,             0.50074,             0.23823,             0.38335,             0.40465,             0.45927,             0.31762,              0.3495,             0.83195,             0.38783,             0.28392,              0.6033,             0.50057,              0.3092,             0.52182,             0.40184,             0.38318,             0.64481,             0.39393,             0.52375,             0.56623,             0.64388,             0.41193,             0.48849
                 254,            0.019599,           0.0057342,           0.0018982,             0.65816,             0.48021,             0.49363,             0.32416,            0.035127,             0.02218,            0.036525,            0.001651,            0.001651,            0.001651,             0.67088,              0.2362,             0.16105,              0.2946,             0.24491,             0.14192,             0.31623,             0.24381,             0.22782,             0.49782,              0.2374,             0.38228,             0.40466,             0.45859,             0.31826,             0.35007,             0.83198,             0.38701,             0.28378,             0.60212,             0.50081,             0.30971,             0.52318,             0.40193,             0.38364,             0.64481,             0.39348,             0.52395,             0.56623,             0.64401,             0.41288,             0.48854
                 255,            0.018894,            0.005635,           0.0018088,              0.6585,             0.47933,             0.49281,             0.32418,            0.035131,            0.022199,            0.036536,            0.001618,            0.001618,            0.001618,             0.67141,             0.23555,             0.16065,             0.29471,             0.24636,             0.14052,             0.31548,             0.24349,             0.22815,             0.49819,               0.239,             0.38267,             0.40463,             0.45857,             0.31804,              0.3495,              0.8316,             0.38604,             0.28322,             0.60209,             0.50042,             0.30913,             0.52116,             0.39369,             0.38376,             0.64598,             0.39307,             0.52416,             0.56618,             0.64366,             0.41257,             0.48816
                 256,            0.018763,           0.0055698,             0.00179,             0.65898,             0.47932,             0.49269,              0.3242,            0.035137,             0.02222,            0.036542,            0.001585,            0.001585,            0.001585,             0.67123,             0.23555,             0.16008,             0.29545,             0.24589,             0.14029,             0.31651,             0.24328,             0.22835,             0.49804,             0.23972,             0.38335,             0.40487,             0.45852,              0.3174,             0.34866,             0.83149,             0.38617,             0.28296,             0.60038,             0.49986,             0.30893,             0.52156,             0.39425,             0.38381,             0.64653,              0.3946,             0.52396,             0.56614,             0.64364,             0.41162,              0.4872
                 257,            0.018692,           0.0056026,           0.0018506,             0.65981,             0.47886,             0.49249,             0.32442,            0.035146,            0.022247,            0.036554,            0.001552,            0.001552,            0.001552,             0.67137,             0.23489,              0.1603,             0.29305,             0.24624,             0.13952,             0.31636,             0.24322,             0.22861,             0.50051,             0.24003,             0.38296,             0.40934,             0.45837,              0.3172,             0.34881,             0.83122,             0.38593,             0.28193,             0.59895,             0.49917,             0.30914,             0.52107,             0.39416,              0.3841,             0.64661,             0.39451,             0.52448,             0.56618,              0.6434,             0.41134,             0.48768
                 258,            0.018793,           0.0056277,           0.0018725,              0.6619,             0.47668,             0.49233,             0.32407,            0.035151,            0.022274,            0.036562,            0.001519,            0.001519,            0.001519,             0.67169,             0.23628,             0.16019,             0.29215,             0.24123,             0.13898,             0.31605,             0.24424,             0.22866,             0.50056,             0.23967,             0.38324,             0.41001,             0.45815,             0.31719,             0.34691,             0.83099,             0.38531,              0.2821,             0.59766,             0.49874,             0.30923,             0.52057,             0.39546,             0.38416,             0.64754,             0.39388,             0.52455,             0.56619,             0.64302,             0.41133,             0.48652
                 259,            0.018511,           0.0055476,           0.0018296,             0.66242,             0.47632,             0.49204,             0.32428,            0.035157,            0.022296,            0.036583,            0.001486,            0.001486,            0.001486,             0.67181,              0.2364,             0.15875,             0.29181,             0.24377,             0.13956,              0.3154,             0.24562,             0.22884,              0.4991,             0.23967,             0.38375,             0.41008,             0.45888,              0.3172,             0.34787,             0.83098,             0.38475,             0.28088,             0.59622,             0.49775,             0.30937,             0.51946,             0.39692,             0.38442,              0.6473,             0.39351,             0.52415,              0.5662,             0.64268,             0.41133,             0.48676
                 260,            0.018574,           0.0055881,           0.0017332,             0.66182,             0.47879,             0.49194,             0.32367,            0.035163,            0.022325,            0.036595,            0.001453,            0.001453,            0.001453,             0.67229,              0.2361,             0.15817,             0.29159,             0.24359,             0.13691,             0.31534,             0.24797,             0.22944,             0.49841,                0.24,             0.38354,             0.40533,             0.45897,             0.31323,             0.34777,              0.8307,             0.38407,              0.2805,              0.5949,             0.49744,             0.30918,             0.51954,             0.39859,             0.38482,             0.64662,             0.39332,             0.52436,             0.56617,             0.64217,             0.41228,             0.48635
                 261,            0.019674,           0.0056587,           0.0018541,             0.66156,              0.4783,             0.49165,             0.32412,            0.035172,            0.022352,            0.036618,             0.00142,             0.00142,             0.00142,              0.6724,             0.23551,              0.1578,             0.29143,             0.24339,             0.13662,             0.31528,             0.24702,             0.23012,             0.49864,             0.23984,             0.38357,             0.40969,              0.4594,             0.31784,             0.34729,             0.83066,             0.38287,             0.27986,             0.59492,             0.49686,             0.30894,             0.51982,             0.39807,             0.38487,             0.64694,             0.39222,              0.5241,             0.56617,             0.64193,             0.41228,             0.48586
                 262,             0.01892,           0.0056165,           0.0019401,             0.66199,             0.47819,             0.49149,             0.32373,            0.035181,            0.022376,            0.036621,            0.001387,            0.001387,            0.001387,             0.67204,             0.23594,             0.15736,             0.29164,             0.24315,             0.13675,             0.31642,               0.247,             0.23049,             0.49805,             0.23977,             0.38352,             0.40917,             0.45921,             0.31285,             0.34633,             0.83065,             0.38271,             0.27916,              0.5966,             0.49655,             0.30882,             0.52129,             0.39805,             0.38513,             0.64611,             0.39061,             0.52398,             0.56515,             0.64201,             0.41229,             0.48476
                 263,            0.018678,           0.0055666,           0.0018623,             0.66297,             0.47793,             0.49157,             0.32351,            0.035188,            0.022395,            0.036629,            0.001354,            0.001354,            0.001354,             0.67224,             0.23584,             0.15639,             0.28944,             0.24307,             0.13683,             0.31373,             0.24695,             0.23096,             0.49987,             0.24051,             0.38368,             0.40813,             0.45852,               0.313,             0.34706,              0.8305,             0.38292,             0.27795,             0.59702,             0.49637,             0.30901,             0.52101,             0.39797,             0.38657,              0.6467,              0.3928,             0.52425,             0.56341,              0.6416,              0.4123,             0.48467
                 264,            0.018265,           0.0055068,           0.0017473,              0.6633,             0.47729,             0.49136,             0.32326,            0.035195,            0.022419,            0.036641,            0.001321,            0.001321,            0.001321,             0.67169,              0.2361,             0.15589,             0.28895,             0.24186,             0.13674,              0.3136,             0.24718,             0.23085,             0.49916,             0.24016,             0.38328,             0.40902,             0.45846,             0.31281,             0.34646,             0.83051,             0.38379,             0.27672,              0.5965,              0.4958,             0.30879,             0.51959,             0.39904,             0.38661,             0.64661,             0.39236,             0.52448,             0.56346,             0.64158,             0.41204,             0.48389
                 265,            0.018341,           0.0055009,           0.0018174,             0.66211,             0.47615,             0.49114,             0.32335,            0.035201,            0.022438,            0.036654,            0.001288,            0.001288,            0.001288,             0.67194,             0.23533,              0.1561,             0.28971,             0.24145,             0.13677,             0.31452,             0.24702,             0.23068,             0.49893,             0.24054,             0.38364,             0.40901,             0.45888,             0.31292,             0.34611,             0.83029,             0.38398,             0.27672,              0.5944,             0.49522,             0.30888,             0.51984,             0.39875,             0.38598,             0.64634,             0.39265,             0.52489,             0.56345,             0.64144,             0.41231,             0.48314
                 266,            0.018242,           0.0054698,           0.0016919,             0.66159,             0.47661,             0.49086,             0.32323,            0.035205,             0.02246,            0.036671,            0.001255,            0.001255,            0.001255,               0.672,             0.23566,             0.15647,             0.28835,             0.24275,             0.13585,             0.31232,               0.247,             0.23069,             0.50013,             0.24057,             0.38257,             0.40945,             0.45905,             0.31284,             0.34591,             0.82967,             0.38276,             0.27637,             0.59508,             0.49449,             0.30624,             0.51939,             0.39872,             0.38581,             0.64575,             0.39409,             0.52459,             0.56429,             0.64141,             0.41208,             0.48307
                 267,            0.018185,           0.0054553,           0.0016981,             0.66075,             0.47748,             0.49056,             0.32288,            0.035211,            0.022478,            0.036688,            0.001222,            0.001222,            0.001222,             0.67176,             0.23539,             0.15617,              0.2888,             0.24064,             0.13335,              0.3141,             0.24696,              0.2307,             0.49744,             0.24079,             0.38344,             0.40903,             0.45856,             0.31316,             0.34575,              0.8296,             0.38261,             0.27546,             0.59417,             0.49383,             0.30634,             0.51951,             0.39864,             0.38564,             0.64544,             0.39267,               0.525,              0.5635,             0.64135,             0.41242,             0.48283
                 268,            0.017964,           0.0055258,           0.0017426,              0.6608,             0.47659,             0.49012,             0.32278,            0.035215,            0.022504,            0.036702,            0.001189,            0.001189,            0.001189,             0.67163,             0.23489,             0.15544,             0.28809,              0.2423,             0.13324,              0.3142,             0.24734,             0.22941,             0.49659,             0.24074,             0.38293,             0.40956,             0.45942,             0.31319,             0.34557,             0.82939,             0.38257,             0.27468,             0.59307,             0.49357,              0.3064,             0.51895,             0.39865,               0.384,             0.64398,             0.39248,             0.52455,             0.56352,              0.6412,             0.41245,             0.48237
                 269,            0.018277,           0.0054821,           0.0016196,             0.66109,             0.47523,             0.48971,             0.32246,            0.035222,            0.022532,            0.036725,            0.001156,            0.001156,            0.001156,             0.67148,             0.23491,              0.1554,             0.28646,             0.24205,              0.1335,             0.31451,             0.24686,             0.22957,             0.49638,             0.23869,             0.38236,             0.41012,             0.45931,             0.31293,             0.34484,             0.82908,             0.38263,             0.27406,             0.59248,             0.49288,             0.30665,             0.51915,             0.39849,             0.38363,             0.64363,             0.38946,             0.52492,             0.56353,             0.64104,             0.41223,             0.48144
                 270,            0.017248,           0.0053547,           0.0016688,             0.66246,             0.47163,             0.48943,              0.3222,            0.035225,            0.022556,             0.03674,            0.001123,            0.001123,            0.001123,             0.67126,               0.235,             0.15514,             0.28601,             0.24275,             0.13329,             0.31178,             0.24662,             0.22927,             0.49644,              0.2388,             0.38214,             0.41011,             0.45926,             0.31304,             0.34432,             0.82852,             0.38275,             0.27287,             0.59163,             0.49292,             0.30663,             0.51828,             0.39821,             0.38367,             0.64363,             0.38955,             0.52484,             0.56353,             0.64093,             0.41224,             0.48073
                 271,            0.017307,           0.0054056,           0.0015929,             0.66212,             0.47074,             0.48903,             0.32195,            0.035232,             0.02258,            0.036753,             0.00109,             0.00109,             0.00109,             0.67097,             0.23506,             0.15509,             0.28562,             0.24219,             0.13336,             0.31157,             0.24658,             0.22964,             0.49533,               0.238,             0.38199,             0.40934,             0.45957,             0.31306,             0.34384,             0.82849,             0.38276,             0.27289,             0.59087,             0.49169,             0.30688,             0.51792,             0.39812,             0.38387,             0.64223,              0.3885,               0.525,             0.56206,             0.64071,             0.41226,             0.48026
                 272,            0.016783,           0.0053326,           0.0015385,             0.66144,             0.46928,             0.48891,             0.32165,            0.035236,            0.022603,            0.036771,            0.001057,            0.001057,            0.001057,             0.67072,             0.23448,             0.15443,             0.28492,             0.24217,             0.13306,             0.31146,             0.24704,             0.22937,             0.49346,             0.23754,             0.38157,             0.40894,             0.45913,             0.31418,             0.34399,             0.82842,             0.38197,             0.27259,             0.58943,             0.49149,             0.30627,              0.5175,             0.39803,             0.38374,             0.64221,             0.39032,             0.52504,             0.56132,             0.64145,             0.41228,              0.4805
                 273,            0.016851,           0.0052824,           0.0014582,             0.66255,             0.46992,             0.48854,             0.32141,            0.035242,            0.022631,            0.036787,            0.001024,            0.001024,            0.001024,             0.67057,             0.23512,             0.15367,             0.28435,             0.24092,              0.1326,             0.31118,             0.24705,              0.2295,             0.49278,             0.24057,             0.38156,             0.40856,             0.45954,             0.31097,             0.34365,             0.82823,             0.38285,             0.27153,             0.58767,             0.49121,             0.30528,             0.51705,             0.39797,              0.3842,             0.64157,             0.39022,             0.52542,             0.56062,             0.64041,              0.4123,              0.4801
                 274,            0.016864,           0.0052766,           0.0014699,             0.66105,             0.46953,             0.48818,             0.32147,            0.035247,            0.022658,            0.036809,            0.000991,            0.000991,            0.000991,             0.67078,              0.2353,             0.15287,              0.2842,             0.24111,             0.13621,             0.31123,             0.24703,             0.22953,               0.492,             0.24043,             0.38144,             0.40818,              0.4593,             0.31066,             0.34326,             0.82815,             0.38342,             0.27164,             0.58286,             0.49066,              0.3071,             0.51703,             0.39794,               0.384,             0.64049,             0.38973,             0.52549,             0.56062,             0.64117,             0.41229,             0.47827
                 275,            0.017419,           0.0053261,           0.0015014,             0.65932,             0.47026,             0.48804,             0.32149,            0.035256,            0.022683,            0.036838,            0.000958,            0.000958,            0.000958,             0.67032,             0.23629,             0.15298,             0.28355,             0.24104,             0.13225,             0.31088,             0.24701,             0.23016,             0.49279,             0.24041,             0.38179,             0.40819,             0.45941,             0.31449,             0.34234,             0.82766,             0.38448,             0.27117,             0.58182,             0.49066,             0.30492,             0.51662,              0.3979,             0.38449,             0.64149,             0.38922,             0.52574,             0.56061,             0.64102,             0.41229,             0.47848
                 276,            0.016889,            0.005276,            0.001509,             0.65869,             0.47145,             0.48787,             0.32137,            0.035261,            0.022708,            0.036855,            0.000925,            0.000925,            0.000925,             0.67008,             0.23596,              0.1533,             0.28234,              0.2412,             0.13611,             0.31023,             0.24708,             0.22993,             0.49154,             0.24034,             0.38045,             0.40956,             0.45955,             0.31095,             0.34324,             0.82742,             0.38393,             0.27142,             0.58111,             0.49107,             0.30683,             0.51673,              0.3974,             0.38435,             0.63997,              0.3889,             0.52542,             0.56056,             0.64118,             0.41228,             0.47729
                 277,            0.016576,           0.0052737,           0.0014222,             0.65886,             0.47182,             0.48736,             0.32113,            0.035267,            0.022729,            0.036881,            0.000892,            0.000892,            0.000892,             0.66985,             0.23618,             0.15281,             0.28185,             0.24114,             0.13226,             0.31016,             0.24707,             0.22944,             0.49134,             0.24027,             0.38116,             0.40854,             0.45937,             0.31415,             0.34255,             0.82736,             0.38432,             0.27108,             0.58046,             0.49102,             0.30465,             0.51633,             0.39739,             0.38438,             0.63979,             0.38845,              0.5256,             0.56059,             0.63783,             0.41185,             0.47663
                 278,            0.016576,           0.0052456,           0.0013908,             0.65924,             0.47078,             0.48729,              0.3216,             0.03527,            0.022751,            0.036909,            0.000859,            0.000859,            0.000859,             0.66974,             0.23632,             0.15252,             0.28179,             0.24181,             0.13598,             0.31141,             0.24708,             0.22935,             0.49056,             0.24161,             0.38193,             0.40889,             0.45933,             0.31484,             0.34238,             0.82703,             0.38444,             0.27065,             0.57945,             0.49037,             0.30678,             0.51792,             0.39741,             0.38431,             0.63864,               0.388,             0.52573,             0.56058,             0.63766,             0.41188,             0.47583
                 279,            0.016887,           0.0052963,           0.0014119,             0.65884,             0.47036,             0.48631,             0.32094,            0.035272,            0.022776,            0.036927,            0.000826,            0.000826,            0.000826,             0.66897,             0.23593,             0.15255,             0.27804,             0.24142,             0.13307,             0.31249,             0.24747,             0.22981,              0.4913,             0.24154,             0.38236,             0.40814,             0.45928,             0.31136,             0.34131,             0.82681,             0.38392,             0.27058,             0.56567,              0.4907,             0.30476,             0.51687,              0.3988,             0.38505,             0.63983,             0.38708,              0.5258,             0.55985,             0.63689,              0.4119,             0.47638
                 280,             0.01618,           0.0051747,             0.00141,             0.65934,              0.4696,             0.48613,             0.32128,            0.035276,            0.022796,            0.036958,            0.000793,            0.000793,            0.000793,             0.66891,             0.23584,             0.15216,             0.27873,              0.2417,             0.13668,             0.31039,              0.2474,             0.23007,             0.49175,             0.24103,             0.38206,             0.40915,              0.4598,             0.31133,             0.34351,             0.82519,             0.38359,             0.26988,             0.56435,             0.49047,             0.30668,              0.5164,              0.3987,             0.38514,             0.64038,             0.38609,             0.52577,             0.55982,             0.63751,             0.41191,             0.47621
                 281,            0.016091,           0.0051744,           0.0013251,             0.66084,             0.46901,              0.4856,             0.32098,            0.035281,            0.022824,            0.036992,             0.00076,             0.00076,             0.00076,             0.66941,             0.23611,             0.15106,             0.27535,             0.24119,             0.13659,             0.31199,             0.24728,             0.22995,             0.49059,             0.24064,             0.38196,             0.40806,             0.45952,             0.31458,             0.34143,             0.82518,             0.38421,             0.26908,             0.56382,             0.48989,             0.30649,             0.51592,             0.39853,              0.3855,             0.63892,             0.38444,             0.52582,             0.55735,             0.63766,             0.41145,             0.47538
                 282,            0.016099,            0.005151,            0.001342,             0.66003,             0.46817,             0.48533,             0.32086,            0.035285,            0.022851,            0.037023,            0.000727,            0.000727,            0.000727,             0.66889,              0.2364,             0.15135,             0.27659,               0.241,             0.13679,             0.30997,              0.2481,             0.22955,             0.48988,             0.24015,             0.38159,             0.40776,             0.45972,             0.31458,             0.34143,             0.82499,             0.38454,             0.26833,             0.56375,             0.48945,              0.3066,             0.51577,             0.39847,             0.38467,             0.63867,             0.38366,             0.52537,             0.55679,             0.63754,             0.41146,             0.47521
                 283,            0.016099,           0.0051459,           0.0013157,             0.66067,             0.46816,             0.48586,              0.3206,             0.03529,            0.022876,            0.037046,            0.000694,            0.000694,            0.000694,             0.66885,              0.2364,             0.15119,             0.27794,             0.24078,             0.13684,             0.30977,               0.248,             0.22998,             0.48947,             0.24004,             0.38142,             0.40552,             0.45984,             0.31106,             0.34256,              0.8254,             0.38454,             0.26793,             0.57483,             0.48958,             0.30676,              0.5156,              0.3983,             0.38483,             0.63799,             0.38332,             0.52461,             0.55678,             0.63678,             0.41147,             0.47506
                 284,            0.015657,           0.0050991,            0.001298,             0.66196,             0.46794,             0.48477,             0.32068,            0.035294,            0.022901,            0.037069,            0.000661,            0.000661,            0.000661,             0.66864,              0.2359,             0.15168,             0.27638,             0.23929,             0.13725,             0.30983,              0.2485,             0.23018,             0.48952,             0.24144,             0.38149,             0.40466,             0.45997,              0.3146,             0.34158,             0.82531,             0.38479,             0.26787,              0.5611,             0.48881,             0.30666,             0.51571,             0.39822,             0.38433,             0.63803,             0.38286,             0.52463,             0.55617,             0.63727,             0.41147,             0.47305
                 285,            0.015446,           0.0050842,            0.001253,             0.66433,             0.46827,             0.48516,             0.32025,            0.035298,            0.022924,            0.037092,            0.000628,            0.000628,            0.000628,             0.66788,             0.23285,             0.15128,             0.27844,             0.23873,             0.13681,             0.30889,             0.24793,             0.23011,             0.48865,             0.24125,               0.381,             0.40379,             0.45998,              0.3146,             0.34181,             0.82483,             0.38446,             0.26737,             0.57314,             0.48798,             0.30662,             0.51486,             0.39822,              0.3842,             0.63703,             0.38226,             0.52483,             0.55475,             0.63692,             0.41148,             0.47363
                 286,            0.015431,           0.0050347,           0.0012679,             0.66369,             0.46815,             0.48386,             0.31972,            0.035301,            0.022949,            0.037113,            0.000595,            0.000595,            0.000595,             0.66797,             0.23258,             0.15034,             0.27493,             0.23845,              0.1365,             0.30872,             0.24762,             0.22991,             0.48462,               0.242,             0.38189,             0.40434,             0.46054,             0.31462,             0.34045,             0.82483,             0.38435,             0.26692,             0.55781,             0.48691,             0.30585,             0.51367,             0.39812,             0.38369,              0.6361,             0.38265,             0.52453,              0.5544,             0.63677,              0.4115,             0.47366
                 287,            0.015496,           0.0050988,           0.0012361,             0.66354,             0.46648,              0.4838,             0.31956,            0.035306,            0.022972,            0.037138,            0.000562,            0.000562,            0.000562,             0.66771,              0.2325,             0.15056,             0.27659,             0.23814,             0.13432,             0.30824,             0.24763,             0.22979,             0.48404,             0.24091,             0.38115,             0.40393,             0.46118,             0.31463,             0.34169,             0.82501,             0.38438,             0.26691,             0.55809,             0.48668,             0.30572,             0.51474,             0.39813,             0.38378,             0.63554,              0.3821,             0.52438,             0.55355,             0.63662,             0.41151,             0.47358
                 288,            0.015203,           0.0050026,           0.0012332,             0.66265,             0.46738,             0.48421,             0.31975,            0.035311,            0.022992,            0.037162,            0.000529,            0.000529,            0.000529,             0.66813,             0.23205,             0.15051,             0.27874,             0.23816,             0.13439,             0.30755,             0.24929,             0.22986,             0.48394,             0.24237,             0.38146,             0.40353,             0.46107,             0.31465,             0.34023,             0.82462,              0.3844,              0.2661,             0.56932,             0.48711,              0.3058,             0.51306,             0.39759,             0.38339,             0.63552,             0.38178,             0.52458,             0.55272,             0.63642,             0.41154,             0.47341
                 289,             0.01521,           0.0049834,           0.0011956,              0.6634,             0.46679,             0.48386,             0.31978,            0.035315,            0.023018,            0.037187,            0.000496,            0.000496,            0.000496,             0.66936,             0.23203,             0.14918,             0.27831,             0.24012,             0.13423,             0.30757,             0.24926,             0.22946,             0.48414,             0.24176,             0.38183,             0.40356,             0.46099,             0.31466,             0.34007,             0.82447,             0.38445,             0.26477,             0.56813,             0.48672,             0.30569,             0.51269,             0.39752,             0.38367,             0.63586,             0.38054,             0.52451,             0.55278,             0.63553,             0.41155,             0.47291
                 290,            0.015093,           0.0049882,           0.0011574,             0.66512,             0.46529,             0.48278,             0.31922,            0.035319,            0.023042,             0.03721,            0.000463,            0.000463,            0.000463,             0.66854,              0.2331,             0.14827,             0.27716,             0.23969,             0.13453,             0.30758,             0.24853,             0.22944,             0.48375,             0.24126,             0.38158,             0.40231,             0.46107,               0.311,             0.33976,             0.82442,             0.38481,             0.26414,             0.55467,             0.48608,             0.30552,             0.51286,             0.39663,             0.38332,             0.63524,             0.37972,             0.52469,             0.55272,             0.63559,             0.41136,             0.47262
                 291,            0.014843,           0.0050022,           0.0012137,             0.66827,             0.46677,             0.48452,             0.31918,            0.035324,            0.023065,            0.037243,             0.00043,             0.00043,             0.00043,             0.66824,             0.23316,             0.14768,             0.27853,             0.24019,             0.13235,             0.30742,              0.2484,             0.22955,             0.48388,             0.24218,             0.38098,             0.40354,             0.46102,               0.311,             0.33883,             0.82426,             0.38493,             0.26353,             0.56591,             0.48663,             0.30552,             0.51252,              0.3966,              0.3835,             0.63534,             0.39713,             0.52466,             0.55271,              0.6354,             0.41137,             0.47228
                 292,            0.014899,           0.0049412,           0.0011387,             0.66889,             0.46626,             0.48401,             0.31925,            0.035329,            0.023091,            0.037272,            0.000397,            0.000397,            0.000397,             0.66803,              0.2327,             0.14768,             0.27751,             0.24075,             0.13531,             0.30699,              0.2487,             0.22994,             0.48504,             0.24002,             0.38064,             0.40335,             0.46112,             0.31102,             0.33924,             0.82423,             0.38431,             0.26261,             0.56561,             0.48562,             0.30555,             0.51095,             0.39707,             0.38452,             0.63538,             0.39394,             0.52392,             0.55235,             0.63522,             0.41139,             0.47147
                 293,            0.014754,           0.0049273,           0.0011503,             0.66581,             0.46487,             0.48394,             0.31883,            0.035333,            0.023118,            0.037302,            0.000364,            0.000364,            0.000364,             0.66867,             0.23194,             0.14656,              0.2763,             0.24086,             0.13057,             0.30689,             0.24881,             0.23004,             0.48432,             0.24136,             0.38071,             0.40317,             0.46139,             0.31103,              0.3386,             0.82415,             0.38425,             0.26242,             0.56368,             0.48586,             0.30507,             0.51074,             0.39708,             0.38427,             0.63548,              0.3965,             0.52421,             0.55199,             0.63588,              0.4114,             0.47001
                 294,            0.014569,           0.0049183,           0.0011014,             0.66561,             0.46816,             0.48368,             0.31868,            0.035338,            0.023144,            0.037336,            0.000331,            0.000331,            0.000331,             0.66811,             0.23118,              0.1458,              0.2759,             0.23945,             0.13333,             0.30571,              0.2486,             0.22909,             0.48489,             0.24318,             0.38062,             0.40314,              0.4609,             0.31077,             0.33827,             0.82421,             0.38402,             0.26082,             0.56313,             0.48506,             0.30542,              0.5118,             0.39663,             0.38322,             0.63459,             0.39745,             0.52402,             0.55193,             0.63566,             0.41142,             0.46946
